sigma,v0,rho,theta,kappa
0.409202478,0.008704205,-0.445712183,0.06071365,6.125911505
0.921996815,0.000529196,-0.341422202,0.046593987,3.410993323
0.14392646,0.001846296,-0.52379823,0.405154825,0.448981274
0.456916101,0.010293365,-0.089931721,0.000235282,7.298257537
0.865769646,0.000741955,-0.939307645,0.120642449,0.067555526
0.692475188,0.001053441,-0.936611744,0.00714217,0.155295517
0.686849793,0.000268154,-0.849894723,0.000215413,1.278432024
0.775929078,0.001365542,-0.815761538,0.036794575,0.074423432
0.018269778,0.034174203,-0.695246123,0.187291716,3.156093422
0.016343538,0.047206256,-0.8417659,0.698941037,1.425000815
0.854509611,0.007439057,-0.914567406,0.012110456,13.21099722
0.657952411,0.000596143,-0.891133614,0.197930691,0.039386458
0.940085624,0.018240915,-0.992605939,0.006681154,0.390384505
0.54089902,0.010547694,-0.68898727,0.013307221,9.992921617
0.657886137,0.001226217,-0.945523863,0.000327692,9.042741719
0.113192884,0.01391607,-0.800295818,0.047531469,5.634491635
0.826027507,0.003581642,-0.966374069,0.01524039,0.899286339
0.929827221,0.015630814,-0.998811732,0.013337792,0.380945981
0.833703439,0.002119786,-0.97960524,0.010838146,6.44612826
0.943056369,0.007363066,-0.988847033,0.003338857,1.621402982
0.983818212,0.024151997,-0.559915159,0.003184311,13.12189438
0.399554904,0.032311383,-0.765260607,0.012989043,3.147626301
0.643057752,0.024471329,-0.593350826,0.349027636,0.073073893
0.634373798,0.01787121,-0.292821582,0.038346912,7.928200272
0.945164381,0.043162106,-0.850857846,0.011610707,9.354963479
0.720047533,0.030300159,-0.577170502,1.23353185,0.079128987
0.116305828,0.024610222,-0.53587349,0.00903548,4.564956414
0.535112444,0.011757034,-0.578497702,0.04659897,0.208611846
0.655984777,0.00162634,-0.987870874,0.032844352,0.464190194
0.889282542,0.000154348,-0.744673934,0.004055462,3.731712997
0.912912678,0.01467016,-0.998299125,0.050581515,0.193593777
0.971618195,0.000801741,-0.935642781,0.001188343,7.029404682
0.94346439,0.000839889,-0.884201437,0,6.03559952
0.793027226,0.003903925,-0.991862924,0.186417374,0.097476742
0.494972885,0.000540051,-0.344513953,0.100945021,0.02789503
0.67035583,0.006569574,-0.989973697,0.008165996,3.384295565
0.762369986,0.000937168,-0.789590374,0.004751735,1.180123209
0.991391912,0.001752915,-0.954051479,0.000288731,4.032265095
0.851246949,0.016163276,-0.986381382,0.132391655,0.662495954
0.995627598,0.022595343,-0.990196808,0.032662068,1.926101416
0.633848788,0.000677126,-0.577546982,0.001184692,1.620830412
0.843146756,0.000546229,-0.955318611,0.012478473,0.229559417
0.688665075,0.016028154,-0.994820216,0.001708249,1.186595423
0.411743194,0.008299108,-0.983171356,0.044965459,0.140716233
0.686093451,0.000934327,-0.829546187,0.000848926,12.89184149
0.736830761,0.001040776,-0.664010315,0.035258028,0.489984784
0.930739392,0.000354488,-0.835691794,0.083390424,0.188680962
0.79497267,0.000358025,-0.818262502,0.107870654,0.614188336
0.995076211,0.00230589,-0.76600101,0.119963021,0.114145328
0.020117418,0.06450458,-0.489504283,0.140348769,3.256844468
0.025018357,0.172155003,-0.768324816,2.002952462,1.282847724
0.81545485,0.001329626,-0.906924345,0.002186537,1.475118868
0.867568853,0.02914261,-0.998820486,0.06258137,0.365772456
0.902926495,0.001413649,-0.867555078,0.014961728,0.214628899
0.546674171,0.000640232,-0.981727698,0.015290743,0.189076464
0.920763805,0.002527276,-0.953552635,0.011101005,4.529559571
0.703142654,0.013933414,-0.533137844,0.007111993,5.72395871
0.958985483,0.000631903,-0.737258363,0.000291285,13.81984809
0.874281268,0.00093926,-0.905297651,0.028199861,0.188244484
0.798720292,0.000470238,-0.990198596,0.082022234,0.09262446
0.670404832,0.011008346,-0.843296974,2.36E-05,13.39445643
0.801464926,0.014254475,-0.985100146,0.011905458,4.464186968
0.363147169,0.0020798,-0.580046764,0.015348469,0.311897473
0.968659276,0.001011093,-0.907021499,0.041501879,0.536713355
0.897275098,0.002096504,-0.964859988,0.005202309,1.518867353
0.902095617,0.000142942,-0.899807862,0.003561867,2.080516761
0.752036469,5.10E-05,-0.567651935,0.043484669,2.470746209
0.76797128,0.001126225,-0.986123808,8.75E-09,4.671477659
0.799177877,0.005106544,-0.986040547,0.035102354,1.989021989
0.656350246,0.001582382,-0.863041301,0.076867924,0.042145313
0.964838264,0.016681713,-0.989277047,1.024530674,0.108768016
0.851561963,0.001069658,-0.77704243,0.014147965,0.088032955
0.966297797,0.047758972,-0.991125696,0.224123127,0.346836517
0.689775259,0.001335777,-0.945350493,0.027651358,0.147065081
0.90003956,0.03786928,-0.992458562,0.011241976,0.259954447
0.8285443,0.000897422,-0.989098534,0.749934417,0.083438123
0.94700785,0.002919139,-0.942410177,0.014133135,2.954589896
0.953418556,0.001809389,-0.955252365,0.018615581,2.538280819
0.292326458,0.000354136,-0.880271882,0.160740897,0.011833231
0.911432199,0.000824477,-0.887251598,0.031878668,0.672805489
0.782151495,0.000947236,-0.917263128,0.011902513,0.615390958
0.770272082,0.000780158,-0.882118889,0.004318454,0.37884327
0.75670355,5.19E-05,-0.88689414,0.092654863,0.20997285
0.781639895,0.001111103,-0.732457949,0.195493191,0.204249939
0.956299198,0.001325774,-0.885688763,0.132723129,0.223959486
0.696504179,0.000682378,-0.909154166,0.151709865,0.165800598
0.859389402,0.000520591,-0.85658451,0.02966636,0.022412026
0.980789583,0.001054463,-0.668480478,0.148021853,0.189761274
0.924748085,0.000724616,-0.52876609,0.043297912,1.259887004
0.064764592,0.015955855,-0.743417234,0.798662868,1.185374043
0.044119535,0.034651545,-0.858860645,0.194853977,11.36254735
0.055581045,0.265136541,-0.341580302,0.477348461,11.57759974
0.989042767,0.002321568,-0.879165335,0.032428935,0.226770991
0.725423648,0.000435262,-0.847553005,0.004051595,0.428391137
0.988248167,0.004031154,-0.997348034,0.026638451,0.533260762
0.967514569,0.002086767,-0.996270162,0.048100578,3.359704582
0.829742764,0.001825565,-0.930984089,0.027573354,0.102277219
0.967991723,0.000101466,-0.841027532,0.019774443,0.95386654
0.676642099,0.000132614,-0.893822986,0.000495392,7.354023093
0.961631149,0.000339278,-0.954654113,0.006125893,1.415591202
0.848602315,0.003649381,-0.847677871,0.002133937,6.975995592
0.62851825,0.001377716,-0.982368607,0.001526606,2.563820019
0.863486089,0.001669429,-0.958935307,0.035251468,0.177942226
0.845489961,0.001227774,-0.816247083,0.004645149,8.388922074
0.678338689,0.000765236,-0.858468898,0.005346487,0.482533582
0.606135732,0.014718705,-0.994364261,0.020255425,0.943915883
0.984484769,0.001600099,-0.993782293,0.000652958,7.015405403
0.836145922,0.002754239,-0.910485013,0.007304602,0.156725878
0.943852232,0.016415045,-0.989054304,0.750701755,0.053923253
0.925696975,0.024569479,-0.986550878,0.397348578,0.077960624
0.955411135,0.055270619,-0.992923729,0.003818599,7.570083569
0.7840624,0.000716738,-0.945760573,0.000157434,3.311055671
0.924328624,0.000772541,-0.570714208,0.018188101,0.467630268
0.85937399,0.00039804,-0.817748779,0.000146873,5.674415469
0.912750274,0.024340839,-0.979184239,0.261482806,0.017762651
0.975799091,0.050805471,-0.99966202,0.062948867,0.60103753
0.584463164,0.00059139,-0.739222088,0.123991886,0.013121503
0.803672044,0.015199056,-0.987450743,0.089032576,0.274624106
0.95117217,0.009787982,-0.987172069,0.209508635,0.128014496
0.921224942,0.001987828,-0.783642211,0.04767788,0.052228221
0.998584164,0.001116009,-0.675500198,0.010764745,0.253077228
0.705460435,0.015321924,-0.981155339,0.090137863,0.382252757
0.938063993,0.000905863,-0.883761308,0.021879102,0.696398838
0.895006119,0.003104274,-0.92314946,1.156184409,0.038064607
0.880051192,0.000953808,-0.635430372,0.036593462,0.50159353
0.991321182,0.001747577,-0.87910258,1.711731287,0.024315896
0.939000081,0.000285231,-0.674118329,0.006420823,1.211615292
0.856966781,0.001847624,-0.853797983,0.877892864,0.010954411
0.920962243,0.000809941,-0.805905439,0.436279784,0.0481206
0.022474636,0.020053513,-0.497295231,0.052360223,4.076999368
0.977574423,0.000618311,-0.894139694,0.011545536,6.532982485
0.31087355,0.008751702,-0.730044311,2.33009573,3.335992635
0.01550472,0.601481712,-0.299367808,1.130360038,14.94747916
0.539174172,0.075511519,-0.717221656,0.001220548,7.585094435
0.17134334,0.050707002,-0.48994168,0.054045781,4.878999303
0.197200872,0.046798953,-0.886951235,0.027110281,5.692757509
0.658326983,0.018350162,-0.355418268,0.029281951,0.512368216
0.330123217,0.040858929,-0.317154675,0.036477999,4.611039185
0.401260892,0.004982974,-0.081449308,1.97E-05,14.48023886
0.386867322,0.030389527,-0.120896982,0.032813831,14.65897421
0.439292045,0.003117472,-0.543624049,0.052098964,10.13340793
0.137263066,0.016152552,-0.629718885,0.035150885,13.44330056
0.162457926,0.048270756,-0.617079029,0.040801487,6.907545653
0.615228144,0.012841632,-0.743631828,0.018828205,9.198655399
0.66654638,0.001291134,-0.802314996,0.005781413,0.179399783
0.742252665,0.011215907,-0.38139371,0.000882696,6.984436774
0.206956484,0.000238162,-0.235079683,0,5.811751906
0.535283806,0.000467007,-0.217850721,0.005303521,0.100451172
0.761680247,0.000836068,-0.39583307,0.000641317,6.892268385
0.79433868,0.000607651,-0.039070558,0.00130428,0.143381352
0.496582763,0.000140082,-0.13179203,0.002795734,9.181267786
0.256867771,0.013873877,-0.774868866,0.007269741,11.80658222
0.743033353,0.002327851,-0.843096853,0.158333552,0.333411593
0.385811749,0.010681531,-0.596963623,0.123848925,0.317224664
0.279030416,0.087644992,-0.532743802,0.123531781,1.485012024
0.963501791,0.012424789,-0.7049225,0.099354864,2.903615435
0.457213759,0.024194192,-0.426538192,0.640142036,0.180851319
0.76174815,0.000948656,-0.900232681,0.018462369,0.266221488
0.156483832,4.55E-05,-0.386958848,0.027013873,0.527420313
0.741112396,0.000638514,-0.732812494,1.321884768,0.010723141
0.591701543,7.66E-05,-0.763222583,0.003689686,1.008644666
0.074823697,0.018718406,-0.648758021,0.031000172,0.693362193
0.285798262,0.016580476,-0.778522425,0.117043138,1.462534268
0.1552371,0.004229185,-0.865868789,0.279863389,0.878684086
0.529118809,0,-0.296980318,0.001893261,14.45357835
0.490593875,0.002508552,-0.850734395,0.009232522,6.055477342
0.458607032,0.000510753,-0.09055004,0.026752837,1.20747846
0.478152191,0.000349699,-0.553985929,0.010637126,0.013794433
0.377341458,0.169934,-0.415964356,1.36500686,1.076032834
0.421428911,0.193866057,-0.865786555,0.161530588,8.260137518
0.330902669,0.327989396,-0.468958443,0.185791703,0.584854995
0.646786789,0.25736184,-0.427353352,1.349212798,5.567145666
0.613377945,2.62808874,-0.243245346,0.863124211,8.430259812
0.248596244,4.999976156,-0.009106423,2.096577028,0.06016781
0.894301944,0.100103444,-0.775272605,0.050805583,2.675530672
0.096487667,0.07322999,-0.53345095,0.227836978,1.386708386
0.212745439,0.090988747,-0.225380768,0.056929614,4.140623932
0.722313024,0.065987865,-0.087452314,0.029434712,6.294558519
0.919827796,0.051696052,-0.590997054,0.29083829,1.680574821
0.845448784,0.001262693,-0.546847031,0.031344027,6.774506072
0.575510343,0.123608555,-0.089584717,0.047789551,9.923841277
0.392313454,0.13499753,-0.701203467,0.003317674,5.060414182
0.95161443,0.147217859,-0.496886907,0.041036344,12.9798638
0.214197623,0.098535635,-0.113378522,0.096668985,9.980955826
0.823013934,0.036086353,-0.624061989,0.083355439,6.732394492
0.754882139,0.019360912,-0.527540164,0.027646,6.309275485
0.954955606,0.028733524,-0.031948451,0.114892935,0.214649274
0.75073359,0.001017107,-0.310914372,0.034683491,4.248327654
0.863519913,0.014398455,-0.120789408,0.181821148,0.202683385
0.580889992,0.001145202,-0.097956446,0.00402696,2.415815363
0.471506857,0.000208828,-0.462222499,0.001701542,10.74402224
0.91127773,0.001370979,-0.710187864,0.26301387,0.26135144
0.504319924,0.011217786,-0.484037135,0.093178655,13.29655782
0.829730399,0.013835541,-0.242498855,0.217860398,2.88195272
0.745124939,0.089506621,-0.818557773,0.003442138,4.505739767
0.819984298,0.213777703,-0.830736634,0.33206551,1.451265062
0.178484582,0.112811108,-0.491605506,0.023373386,9.357053477
0.359091572,0.077598612,-0.122856829,0.304948582,2.189783528
0.786253395,0.026329965,-0.417235506,0.084122898,2.517408609
0.560582504,0.009651328,-0.359140539,0.052641143,8.338175707
0.575411955,0.018245818,-0.114877335,0.059427902,12.95745512
0.860322232,0.022233983,-0.718961124,0.404337773,0.40273744
0.881354436,0.080345251,-0.594534593,0.259247988,3.459455725
0.687985317,0.089434085,-0.470788445,0.491379431,1.693660932
0.935050058,0.08512426,-0.508183346,0.118397516,5.285975798
0.349856374,0.035637142,-0.346160888,0.043549341,0.771244683
0.6163123,0.001946502,-0.426369202,0.221430729,14.81552161
0.579937213,0.08860956,-0.893284575,0.014929508,13.78093294
0.788275218,0.060201573,-0.517974156,0.145662174,1.588553191
0.166438398,0.522366509,-0.041346775,2.173334499,1.428164581
0.688675743,0.447647695,-0.588529881,1.810082883,8.431157304
0.521634739,0.948309073,-0.986196298,0.113732658,1.209968947
0.412139956,0.945485239,-0.27700043,2.535925251,4.452158926
0.010146806,4.995571498,-0.502136985,1.405486,0.442933656
0.014508139,4.826998615,-0.878629076,2.254390698,4.489884604
0.90630246,0.011021822,-0.675639263,0.220793552,7.5802466
0.230000196,0.113943185,-0.274596315,0.670949593,0.732519758
0.48028349,0.099346767,-0.321512329,0.169503715,8.285270839
0.600752504,0.121498662,-0.328872612,0.072487602,6.119934644
0.902240728,0.128706661,-0.404788897,0.17701399,7.63115972
0.835236959,0.062772318,-0.897315252,0.046069436,7.177969905
0.373985887,0.006802849,-0.260611568,0.269188694,6.783086307
0.687126033,0.40718957,-0.798525998,0.020331547,12.19557114
0.93548573,0.037792298,-0.816827831,0.788202585,1.596524156
0.603090041,0.583883874,-0.661279008,0.00554763,14.9293208
0.290364405,0.157600263,-0.550397344,0.019890494,4.051952594
0.599475801,0.092041763,-0.494474141,0.042436803,10.44072205
0.71629049,0.072543057,-0.192964578,0.064361151,13.30136194
0.889656164,0.030520962,-0.418993918,0.076205871,5.50396834
0.260068391,0.043645303,-0.768416942,0.240408176,0.272922905
0.920282839,0.014866021,-0.994229033,0.226575206,0.664806256
0.59499199,0.018758346,-0.567524159,0.170983729,0.507553176
0.895673315,0.037358871,-0.127181232,0.043256874,8.078313867
0.070988014,0.166397959,-0.988467198,0.082118637,7.464659453
0.48808564,0.082309683,-0.845981752,0.309057146,3.789080698
0.751997756,0.110077241,-0.663469293,0.648353104,2.16898892
0.361496569,0.198110805,-0.47800162,1.246169951,3.631984748
0.528618388,0.091676209,-0.543382283,0.377281979,10.10995566
0.63588205,0.239662128,-0.534701912,0.229061461,7.962033438
0.710347956,0.113362525,-0.535285019,0.101964556,7.325243484
0.812812533,0.086334108,-0.499561044,0.166647165,3.928908944
0.439787629,0.098384898,-0.681061037,0.166277778,11.67901762
0.558944341,0.052123141,-0.453667019,1.06131716,1.397939202
0.873184873,0.177934607,-0.690562583,0.499724608,8.346370727
0.603286395,0.138055861,-0.77711812,1.45940704,3.887755655
0.760277997,0.207462966,-0.212720073,0.958773104,2.110326289
0.958179871,0.113609267,-0.951748536,0.348218357,7.566347852
0.62459047,0.273191562,-0.938975338,0.042179769,6.101483926
0.48478166,0.151592998,-0.686594678,1.452912835,2.449461982
0.319253802,0.160620049,-0.652928829,0.986436891,3.878442128
0.447688631,0.88210157,-0.416565135,2.451867645,13.8356063
0.620590467,1.359469281,-0.800187622,0.38423797,3.048682
0.142396153,1.960627442,-0.597202653,2.257397228,6.871172953
0.810594439,2.274904935,-0.588868815,0.907111021,6.605828514
0.010000212,4.998728664,-0.630177185,1.82400737,4.755766709
0.602088015,4.997948645,-0.008973715,2.128261439,0.071750591
0.533383872,0.102312901,-0.053437703,0.254944275,8.496891127
0.609032328,0.269601479,-0.121321839,0.252468258,12.55256525
0.374264988,0.2064415,-0.533508722,0.238667205,5.325110444
0.813063197,0.221456692,-0.704843096,0.128287019,8.11235021
0.533273281,0.204200871,-0.47375204,0.233616752,11.46784164
0.414343945,0.03569255,-0.871102271,0.418891319,1.494434341
0.067986826,0.425238946,-0.90401894,0.133042892,12.73770949
0.589455012,0.150685458,-0.607198303,0.281442052,11.7053724
0.497609105,0.213879404,-0.580871254,0.25067316,8.523209196
0.211552709,0.352917293,-0.270018009,0.239327391,13.38990997
0.475689368,0.049462265,-0.448843504,0.311970968,10.12149126
0.694578152,0.046958618,-0.5347322,0.177466816,10.95057953
0.743346355,0.120501107,-0.118910914,0.262739301,1.088458075
0.901364139,0.207055669,-0.5722796,0.022548267,9.699065697
0.8656892,0.023380844,-0.272039306,0.190347397,9.019640524
0.599797622,0.044243764,-0.080634443,0.443133501,0.60815856
0.49116729,0.088327342,-0.774996686,0.054142416,10.01358876
0.664162915,0.086313737,-0.665998579,0.264078198,1.941996896
0.187850292,0.016367928,-0.513582048,0.475720742,12.88092971
0.666017878,0.0985968,-0.335118616,1.719551718,1.78357168
0.42847044,0.350984923,-0.225253016,0.2741509,11.83659123
0.232137046,0.67175805,-0.647554658,0.561464797,10.27046365
0.826845643,0.329619607,-0.868821739,0.530379049,7.709113772
0.916629119,0.530275591,-0.844474652,0.357012767,11.1500391
0.542501623,0.226889977,-0.622680171,0.274329033,9.482028073
0.337299666,0.151614128,-0.333783456,0.494845978,6.033066421
0.736090337,0.263298628,-0.720504107,0.406108937,6.336383855
0.447550937,0.254836812,-0.22795175,0.293060348,7.264765319
0.483947201,0.527170271,-0.213698496,0.452923482,7.747912858
0.055114939,0.454885092,-0.839822885,1.999351762,2.276152552
0.685381457,0.664438244,-0.452028729,0.158018999,9.758468058
0.205491442,0.422264983,-0.581811765,0.013986758,5.330954128
0.077290666,0.529211957,-0.705525984,0.264724304,0.974641135
0.767100888,0.49129786,-0.424602254,1.851583818,1.21837756
0.168939576,0.438453869,-0.279367835,1.765018227,3.212672157
0.659647062,2.072897482,-0.217296182,2.259360537,7.59718382
0.438565594,2.334437843,-0.141043501,2.098601411,8.213474727
0.699946879,3.403158281,-0.629761474,1.766482819,3.364011864
0.974582437,4.038724677,-0.101255213,1.934108185,14.40173174
0.020056732,4.995693677,-0.309541056,2.171385252,6.308276099
0.021401207,4.944701707,-0.628293119,1.356115801,7.001660773
0.825475695,0.27293935,-0.232549199,0.313437629,6.394511615
0.681492714,0.886675975,-0.528454464,0.157563261,11.40430327
0.537507659,0.270531592,-0.604730569,0.356598393,9.541619609
0.562368039,0.128056507,-0.949490738,1.054659503,1.141786171
0.644226389,0.389848993,-0.912423551,0.331316977,6.867389586
0.2178712,0.287107163,-0.013633453,0.057064351,7.484306534
0.050031939,0.343405194,-0.624378829,0.316777543,4.456451
0.819350433,0.303050592,-0.458936293,0.881202259,1.004743173
0.759523254,0.135894386,-0.577552788,0.91348232,3.36670174
0.645538182,0.376067852,-0.167855386,0.567835639,1.942313169
0.443124391,0.534082764,-0.853328567,0.195600207,12.97586656
0.749534249,0.209072613,-0.900569332,0.232187849,11.70974342
0.311853587,0.307456497,-0.927716918,0.166271575,10.06838584
0.528239478,0.037318665,-0.717189245,0.472483001,4.771564752
0.75124899,0.125274702,-0.977678492,0.337104749,5.955074854
0.106548994,0.181949256,-0.770867002,0.09415817,12.93186209
0.47990828,0.202257605,-0.120648493,0.054538524,6.052136515
0.189029211,0.193358416,-0.944608446,0.215280231,13.23811285
0.967258974,0.471886082,-0.569485383,0.473245638,9.192488351
0.693551066,0.458774166,-0.226765905,0.44802809,0.766378874
0.629386133,1.087557172,-0.268361609,0.022490724,14.48719486
0.953289581,0.268030096,-0.415378061,1.825696433,11.85031323
0.329023565,0.634163782,-0.156857767,0.572954215,10.18902365
0.223378279,0.530729597,-0.250604343,1.464553453,4.195826393
0.428645727,0.119525298,-0.611080439,2.506400032,2.852914641
0.152114655,0.383221592,-0.502007238,0.564627347,9.81361804
0.495254356,0.543592899,-0.796700169,0.56881629,4.704557589
0.602403637,0.523076951,-0.358423166,0.511694575,9.476965514
0.187308006,0.743234497,-0.956475863,1.277076044,7.172028899
0.172586884,1.299248552,-0.623739762,0.346636378,14.16403489
0.046727447,1.106587496,-0.782244157,0.543899762,12.27653411
0.394857244,0.371741005,-0.814397956,2.037401966,7.920148929
0.723593289,0.818355889,-0.218237352,1.263241377,13.99123271
0.512670877,0.852685875,-0.754307216,1.519575603,8.747674079
0.127275225,1.107927551,-0.340419128,0.6493111,10.39965841
0.224096436,3.21818714,-0.585699086,0.810109051,2.265858262
0.772045891,3.931866488,-0.617413894,0.655178893,7.921940495
0.515489919,4.997720178,-0.422407903,1.279297662,4.862191611
0.042821515,4.999244863,-0.13369805,2.193362378,0.011196541
0.064972928,4.998768769,-0.045490379,2.170980938,0.031390009
0.717748319,4.998291347,-0.042248538,1.239889579,0.640241281
0.890884646,0.038586735,-0.99787058,0.151747622,0.526937857
0.909667267,0.053836838,-0.980181221,0.035365737,0.900403379
0.817630182,0.046239054,-0.989162229,0.192036623,0.139941717
0.698119229,0.001031329,-0.499639115,0.000249938,3.188166022
0.571220229,0.035258889,-0.985715483,0.033610125,0.684744698
0.762796503,0.029374079,-0.9849408,0.009122202,0.928910732
0.860525059,0.000632366,-0.680997269,0.007855056,0.54327255
0.914210091,0.001159579,-0.884409592,0.000356847,9.302916798
0.984444767,0.007250665,-0.96589864,0.049946697,1.073304046
0.985995353,0.001112487,-0.945017389,0.004862224,1.073835196
0.961128392,0.002039124,-0.912690417,0.000102262,3.95116082
0.829652186,0.002485992,-0.929043942,0.036731567,0.038210176
0.893403533,0.00084176,-0.909058707,0.001083631,0.984904219
0.236656865,0.002649666,-0.674922345,0.000488905,12.18489617
0.848454178,0.001989973,-0.839475396,0.001286977,0.214734732
0.813014557,0.00270517,-0.748805584,0.000780755,11.03293784
0.57552803,0.000615751,-0.756967825,0.239640279,0.011315179
0.855121353,0.000258442,-0.921562078,0.004531854,5.01666782
0.886775629,0.002013721,-0.993201297,0.007737815,4.114735702
0.835771988,0.000836568,-0.790576061,0.063253247,0.043926305
0.798051329,0.002633196,-0.935867826,0.005559777,1.560442986
0.575254055,0.000972857,-0.992126268,0.000486866,4.69941893
0.981269315,0.000852082,-0.840456964,0.125307198,0.067639639
0.958524213,0.002309979,-0.876433205,0.003955996,0.149046811
0.733683588,0.020086286,-0.956992521,0.014834714,11.87689409
0.686920755,0.000490141,-0.831866614,0.017908305,0.749610409
0.992936629,0.035016334,-0.996962655,0.03154501,0.568689762
0.877229524,0.00076533,-0.820105619,0.354768753,0.075183266
0.673528985,0.000261362,-0.876318743,0.000425327,4.444725544
0.664698315,0.00149158,-0.948738029,0.096605891,0.010379242
0.961799904,0.000399395,-0.816306524,0.230556919,0.135683262
0.778781574,0.000287853,-0.758083045,0.004984285,1.892649129
0.895020468,0.00062545,-0.942124827,0.057419845,0.137569987
0.92281927,0.059974055,-0.991833834,0.146718289,0.223682077
0.855674991,6.60E-05,-0.812248943,0.911740063,0.092352576
0.999945171,0.001962862,-0.66861596,0.229825108,0.254791208
0.814194531,0.01066346,-0.936345538,1.285950232,0.011805146
0.057185502,0.019996045,-0.595288359,0.168675686,8.341181143
0.024751015,0.046640247,-0.7016983,0.036496943,9.667535867
0.017249938,0.256065185,-0.674658994,0.813690645,2.324423018
