sigma,v0,rho,theta,kappa
0.619722113,0.173685531,-0.735433072,0.78282169,4.195857796
0.76546074,0.474850436,-0.250328137,0.222491294,6.038939661
0.242046623,0.442715219,-0.599276728,1.624647283,0.396227414
0.405495395,0.649225654,-0.421184866,0.962611399,9.068380085
0.50787558,0.902569865,-0.665987201,0.712749108,13.09852217
0.585163598,1.261447941,-0.634355504,0.735212488,9.942736873
0.691545957,1.115984734,-0.614337125,0.743369586,9.332540017
0.480424677,0.674120292,-0.465559029,2.291560451,7.751397116
0.750015691,0.957629345,-0.654040574,2.122017819,8.757080149
0.807385118,0.772093944,-0.744757211,2.360744492,5.265835642
0.176050774,1.479801953,-0.762622541,0.936253075,14.87792345
0.557897477,1.442595667,-0.277057858,1.750785374,6.141453346
0.392624914,2.612178371,-0.674430417,0.650829396,8.44691909
0.826854718,2.61754356,-0.833601744,1.829568655,10.80462168
0.984012052,2.16005762,-0.394723478,2.413093078,4.845946094
0.929651852,2.353225509,-0.677080761,0.895259414,5.334578609
0.800806555,2.880209497,-0.501483784,1.561631479,2.902612781
0.957925733,4.995281328,-0.937637906,2.820772969,0.125884512
0.916868789,4.998900397,-0.930071043,1.725208854,0.521935602
0.124733203,0.0032989,-0.078584806,1.334453331,0.426545356
0.085008428,0.04183952,-0.493034714,0.04375969,3.604000038
0.526685584,0.106467535,-0.159577772,0.187572185,8.595296367
0.563779609,0.114244461,-0.256606846,0.16530025,9.362159497
0.110313316,0.363085395,-0.174929613,0.021667859,8.52521478
0.728888732,0.240150758,-0.478501265,0.196532744,10.43185676
0.079257322,0.083467351,-0.49478021,0.507766783,5.732997098
0.067724677,0.202307847,-0.489548995,0.184034029,7.439745082
0.451065365,0.136004959,-0.078023381,0.130406272,10.32676186
0.622946042,0.0495572,-0.557431742,2.11572952,0.915276619
0.482982723,0.12765871,-0.433900755,0.268056079,1.151193425
0.412472237,0.048456273,-0.822263673,1.675519715,1.901849555
0.853546496,0.179389989,-0.419739767,1.523013534,0.974635391
0.620661045,0.435666699,-0.312645509,0.462731123,9.045722597
0.439559984,0.441012545,-0.794815914,0.582675741,10.08422739
0.50381065,0.780993931,-0.524245279,0.332113106,6.131273081
0.442381166,0.558079072,-0.751332008,0.922225757,4.333375807
0.60209566,0.18780927,-0.421653551,1.633195735,10.15677544
0.672119216,0.571046581,-0.505594275,2.129307939,3.184400317
0.729461667,0.523624298,-0.801389992,0.506433517,5.408046299
0.016746754,0.509116123,-0.64331262,1.792359852,10.39421338
0.933573829,0.603743242,-0.820107533,1.589859747,12.87710925
0.451941592,1.580444866,-0.468479763,0.565536074,10.05381211
0.611963628,1.481819777,-0.449562045,2.749990302,0.630359207
0.944793148,1.275107307,-0.306997093,0.388780825,7.290458207
0.540689119,1.213619621,-0.990126475,1.187159244,7.272506067
0.848443782,1.561533097,-0.325855481,0.995867948,7.130452069
0.785233948,4.641795927,-0.513608524,2.81601784,8.496308587
0.314795932,4.390561774,-0.328261848,1.014666812,6.762460414
0.603489575,0.003758011,-0.069644335,0.052914367,3.015409918
0.611588237,0.012657495,-0.645294578,0.009378682,7.238188257
0.82587414,0.062368215,-0.155277939,0.070484184,5.122911201
0.4077661,0.095198071,-0.218047676,0.003823411,9.00516007
0.897693288,0.012694207,-0.739026195,0.194603034,10.57092994
0.138455745,0.064096035,-0.27152424,0.198749841,5.178980553
0.260842621,0.093551792,-0.411532567,0.147916451,0.840240489
0.379418137,0.067178865,-0.449211963,0.181134436,2.844880947
0.73501073,0.058670664,-0.007221881,0.031526775,8.167935896
0.405618014,0.085764137,-0.726916069,0.010890181,10.22761316
0.357421768,0.033788996,-0.951628257,0.069292069,7.662358649
0.505972537,0.007445251,-0.847200152,0.723494691,1.996184195
0.323793743,0.058090569,-0.877237031,0.239720467,5.332924988
0.368955736,0.107101235,-0.843790297,0.380490582,12.2951635
0.815546922,0.249846259,-0.234054437,0.323020336,0.23171654
0.19819016,0.295149487,-0.513511388,0.480128158,14.85102762
0.872580654,0.341225296,-0.607148466,0.131492229,4.128406989
0.505251838,0.183565883,-0.889121718,2.12255289,1.339713371
0.638956336,0.203030777,-0.821637142,0.854244156,9.4226485
0.57801659,0.195714931,-0.63559539,0.38909723,7.000785904
0.374490764,0.264522181,-0.481318361,0.915442417,6.828311662
0.399127262,0.415385689,-0.29464186,0.560175882,0.657183383
0.828788587,0.585611814,-0.052752368,2.823978567,4.247495177
0.69457582,0.746790839,-0.85855534,1.33125515,1.339850041
0.821482083,0.230265396,-0.521434828,2.048357319,13.58559665
0.287559575,0.353524931,-0.571719992,2.55743178,5.387964884
0.927789856,0.294154416,-0.150813952,2.774875451,13.86761028
0.66168054,2.080707623,-0.429459844,2.101978409,1.495165132
0.125842281,1.206313686,-0.875023081,2.350848612,12.3410679
0.717115339,0.000933525,-0.980236819,0.001738163,0.919937306
0.749371278,0.007313175,-0.99922423,0.193658267,0.04975144
0.219166985,0.010428352,-0.352754632,0.028206364,8.263163187
0.866804406,0.029220587,-0.273264915,0.002143566,9.023500261
0.300464395,0.023759056,-0.650986558,0.053771014,7.678336503
0.47520074,0.029854139,-0.232891618,2.173110301,0.053564377
0.394085907,0.018699928,-0.487945203,0.129477658,2.175404993
0.174048335,0.020734984,-0.66076373,0.120870764,0.947034346
0.513724602,0.006110288,-0.935045666,0.591580854,0.14113521
0.890630652,0.013907097,-0.965700144,0.021744341,4.089681666
0.329552769,0.01002058,-0.340638131,0.003047757,8.957874875
0.788206314,0.017137178,-0.5044284,0.243539425,0.485765812
0.329183155,0.008307715,-0.867929108,0.100342949,4.476598896
0.271453757,0.038273224,-0.755627265,0.255785547,5.783722773
0.192340732,0.05475584,-0.017310724,0.176097652,12.16087216
0.63378924,0.167900422,-0.354005004,0.178099218,0.578795158
0.666354781,0.086582155,-0.470193572,0.510911415,2.917864028
0.83950842,0.071781302,-0.403279612,0.173493276,9.554802537
0.919779282,0.033092315,-0.734104973,2.51647704,1.462286063
0.730224655,0.010687205,-0.921546468,0.543086983,4.541814633
0.605952478,0.129160564,-0.78748487,0.154459575,1.262047945
0.679729373,0.074482767,-0.412149052,0.5865009,7.336550383
0.783383704,0.140677929,-0.90679853,2.772494375,3.528674919
0.436906065,0.138001453,-0.322746776,1.22658702,11.42839538
0.657966374,0.067286801,-0.41304193,2.098665018,3.064466813
0.393945221,0.0670999,-0.763045975,0.828400057,5.186838407
0.337064282,0.084970262,-0.817178657,0.743676342,11.07407294
0.408102149,0.577013227,-0.53184712,1.408151973,5.921714952
0.277924621,0.049799693,-0.931157307,0.10940382,0.173674071
0.932280279,0.000852041,-0.87923246,0.002816676,1.620229932
0.983187902,0.001115223,-0.968150258,0.0025766,0.345325324
0.958871561,0.016838698,-0.999942401,0.006072501,0.257227844
0.969149728,0.001670453,-0.938066196,0.00104779,3.01906162
0.843026013,0.000369851,-0.652911986,0.323856663,0.014081631
0.805620868,0.011873483,-0.995508812,0.027086811,0.193235394
0.993909917,0.00112497,-0.96870276,0.000316772,0.931308023
0.97426991,0.016354093,-0.993911476,0.005228496,0.819417401
0.937469968,0.024515829,-0.989460354,0.002354859,0.587615603
0.632822872,0.0007794,-0.965563964,0.007111327,0.158109121
0.940316537,0.000859352,-0.98535326,0.03516989,0.072009033
0.928437982,0.000556466,-0.954646259,0.016660268,0.208987437
0.890132933,0.001290953,-0.967555188,0.002631493,0.087778567
0.940447031,0.008297062,-0.99742987,0.019804897,0.05024082
0.86283368,0.000603793,-0.878190345,0.004986882,0.527653716
0.492680015,0.007697353,-0.588873131,0.024165099,2.59780458
0.850172999,0.003854866,-0.810862374,0.000531113,2.22992449
0.9784088,0.000772558,-0.980098065,0.051317452,0.016555662
0.982781211,0.000449045,-0.992406698,0.018873577,0.371327589
0.838828568,0.0113668,-0.995680347,0.116215907,0.353222878
0.978055791,0.000560711,-0.983877789,0.015065447,0.22621205
0.913171619,0.000539585,-0.875751673,0.006338757,0.44761425
0.28683934,0.002227569,-0.531747828,0.000294621,1.439350414
0.937683618,0.000118409,-0.947180707,0.007412687,0.172487336
0.938963959,0.000355665,-0.819049534,0.031270807,0.100747249
0.945088576,0.000252875,-0.995061414,0.001425371,0.58793866
0.84704837,0.007126157,-0.985563308,0.023574727,1.360688859
0.981152823,0.000145452,-0.526413171,0.006445396,2.797652824
0.132080031,0.002307582,-0.719394734,0.300586475,10.13165437
0.921757771,0.001495441,-0.917048545,4.27E-05,2.13175984
0.99349398,5.81E-05,-0.873707879,0.008881547,0.960955629
0.928886545,0.039907576,-0.997023221,0.085642935,0.09926427
0.995864943,0.002404069,-0.956983971,0.020212167,0.095044635
0.991669902,0.001316217,-0.953467225,0.013613751,0.154818108
0.961985142,0.001501457,-0.991406101,0.001814239,1.261891997
0.984008708,0.001178517,-0.99304012,0.013040064,0.079473129
0.912855701,0.001045348,-0.985905562,0.002861137,1.074000896
0.954692126,0.00093927,-0.887455506,0.000478968,1.259931115
0.802913189,0.001575494,-0.941486841,0.002251047,3.23371827
0.995733736,0.05399829,-0.996849425,0.06588694,0.371764743
0.968916523,0.000812258,-0.92531895,0.013031281,0.281879851
0.982845248,0.000376114,-0.946606303,0.064300766,0.051547918
0.908087125,0.001048844,-0.989553434,0.08587022,0.026138869
0.879824365,0.001550753,-0.775569825,0.00043023,0.860482416
0.905636508,0.00051527,-0.960865717,0.014870285,0.312799983
0.823419605,0.00056838,-0.905771499,0.017010115,0.120972865
0.979624931,0.000655774,-0.727022307,0.001231696,0.1191503
0.986146618,0.000479845,-0.990751045,0.007032785,0.089036135
0.823912247,0.000408107,-0.872422525,0.02228403,0.302487713
0.87991891,0.000653814,-0.436925015,0.033648242,0.038423217
0.790141995,0.000669663,-0.992514006,0.109898311,0.066269571
0.774687889,0.000329821,-0.946358074,0.014833983,0.648506889
0.92491162,0.000234202,-0.950398342,0.000252839,6.609419336
0.959495348,0.000664913,-0.910360755,0.124894956,0.145380297
0.91248492,0.000383316,-0.701652962,0.104921907,0.25791009
0.881304912,0.000248788,-0.938013742,0.277612872,0.164417107
0.043124704,0.016711528,-0.951746217,0.48373487,3.370693291
0.026768885,0.126618854,-0.762893487,0.277201759,12.21717918
0.04440114,0.001932729,-0.249331153,0.000685928,2.69057352
0.013768116,0.000391606,-0.917411008,0.002598237,5.165548949
0.144560437,0.000636975,-0.999725293,0.002094047,0.90352963
0.060923261,2.47E-06,-0.749171565,0.003171175,3.536564803
0.023642208,0.004547478,-0.104956201,0.009289257,11.95519754
0.016536422,0.002897604,-0.615686563,0.011197905,10.28597311
0.984869612,0.00061947,-0.147459526,0.005447449,1.229106734
0.065328962,0.001760715,-0.353330274,0.012166125,2.097981964
0.029953008,0.001018691,-0.197701202,0.001943626,0.626343126
0.024147395,0.000157711,-0.662594999,0.062710741,1.518417605
0.015036488,0.000699082,-0.77893871,0.011359321,9.022764853
0.020453633,0.004511194,-0.358613723,0.002799326,10.46781724
0.014570326,0.004989217,-0.596327113,0.132663749,0.359995363
0.068228506,0.004612678,-0.165781325,1.314473157,0.017784454
0.05784066,0.003801914,-0.330152434,0.022172758,4.392637161
0.018566959,0.010703453,-0.634986533,0.063192023,7.742928071
0.023135419,0.006693747,-0.663511792,0.115618933,0.314567774
0.094540956,0.004567674,-0.816260416,0.038865924,4.852035565
0.038027164,0.006816072,-0.903128138,0.070563204,11.00786331
0.041003788,0.006984853,-0.407937882,0.035353736,13.84494765
0.01841849,0.015946138,-0.1152269,0.060870865,2.044758106
0.232689993,0.002800269,-0.986019529,0.018479063,2.049479961
0.016965624,0.028485673,-0.458598407,0.058537293,8.577961567
0.029584587,0.021850851,-0.851868375,0.077800091,12.750503
0.094498166,0.018895845,-0.404540555,0.289165128,6.035046403
0.023963042,0.035924467,-0.886608336,0.195812484,2.707205079
0.020192956,0.049568945,-0.278278942,1.437190307,0.13933659
0.045072102,0.078057787,-0.863880867,0.331161403,4.901878936
0.106478548,0.23788459,-0.549159463,1.859143436,4.681051771
0.857912293,0.000481294,-0.240105907,0.000157925,7.469855758
0.020767855,4.71E-05,-0.945972496,0.004394407,2.629537636
0.052814423,0.000101265,-0.174398608,0.000970328,3.323964096
0.018961169,0.001369128,-0.24286637,0.008119791,1.379851434
0.030870666,0.002408097,-0.049864927,0.014749714,1.106770854
0.235693642,0.000431326,-0.204484364,0.009976437,0.370982988
0.945760797,7.46E-05,-0.996551569,0.003323688,2.895461234
0.011432126,0.002752358,-0.692663598,0.004567584,9.986436202
0.023922338,0.000727961,-0.009293665,0.009542395,3.835541158
0.015644133,0.004191308,-0.796972199,0.004241262,10.76951922
0.047364677,0.001007096,-0.706171192,0.002697592,14.5851725
0.562722328,3.68E-05,-0.028185468,0.047911806,0.269317874
0.402837135,1.68E-05,-0.961681071,0.003034504,6.758676054
0.014535753,0.004973995,-0.426875222,0.02016359,3.753180546
0.036236565,0.000462351,-0.284547531,0.002514979,7.157570896
0.158251732,0.001571136,-0.419237845,0.204708276,0.031627779
0.042773316,0.002883774,-0.432587906,0.1164503,1.9855442
0.041161894,0.004246551,-0.235813107,0.162618066,0.574051371
0.130798018,0.000114862,-0.566796492,0.183393998,0.221290828
0.025762199,0.010500379,-0.548477035,0.030456449,9.449625758
0.031858974,0.009924662,-0.23311915,0.037734329,10.81219586
0.043462529,0.005295593,-0.431092416,1.62260309,0.15453167
0.05100537,0.004794373,-0.916945028,0.253675728,3.189527507
0.071532014,0.011104274,-0.82621546,0.127640524,10.49541289
0.413295492,0.001740181,-0.281187528,0.523820559,0.239843038
0.030094537,0.0286521,-0.545311873,0.367961179,0.828463653
0.036630171,0.037532225,-0.094358501,0.069303318,11.08443708
0.011990451,0.12263799,-0.86146777,0.221924817,5.860630233
0.087993292,0.140305135,-0.905607406,1.530370388,9.391971598
0.017094449,0.000704222,-0.823426075,0.001445564,11.12336074
0.018139596,6.43E-05,-0.648808391,0.001696218,8.025982147
0.025811754,0.001355683,-0.68493749,0.000330354,10.25185361
0.040059894,0.000124565,-0.089076569,0.007632683,0.099425343
0.648589252,0.000145907,-0.127167144,0.000902535,7.598959461
0.775092651,0.000189048,-0.017288212,0.003322037,1.406893784
0.015200212,0.002430158,-0.172159276,0.002606032,10.75552038
0.051285328,0.00031717,-0.871075389,0.000962366,2.89167742
0.015384926,0.000523547,-0.210730069,0.00281805,9.940583667
0.015355409,0.001213352,-0.422852221,0.027706469,0.68016767
0.853280785,0.00039928,-0.045136562,0.000255961,1.697907346
0.340821707,0.000605762,-0.100133984,0.000160433,7.03404744
0.904125994,4.06E-05,-0.077826738,0.004475376,2.593269866
0.016211728,0.003176358,-0.876536891,0.100054141,0.321175951
0.017950271,0.001846389,-0.403354215,0.234432189,0.158341704
0.117630834,0.00046096,-0.205388181,0.034583899,0.309849287
0.031999134,0.006108474,-0.207456737,0.010522394,6.001561707
0.102180414,0.000597979,-0.467302495,0.064642541,0.887005838
0.01552898,0.009227172,-0.056442301,0.025011689,5.947286581
0.574607442,0.001051615,-0.102078177,0.018743992,0.096129898
0.019289282,0.002554905,-0.333064387,0.018882415,10.49910014
0.035515992,0.003201418,-0.570331652,0.618616563,0.269014581
0.019114572,0.019454026,-0.644776054,0.08117695,2.678224994
0.028841693,0.013233965,-0.675265791,0.398584589,0.839923505
0.015787366,0.006155748,-0.459706589,0.040438519,2.163245278
0.43797216,0.001687174,-0.063467303,0.070052887,1.112442476
0.437889738,0.001630075,-0.294197365,0.170342314,0.359170819
0.932749665,0.003350162,-0.378727339,0.303826392,3.410112922
0.050938684,0.095156109,-0.144711436,0.138521228,11.9252411
0.076274709,0.000133492,-0.229257178,0.02166855,0.121475131
0.01156328,0.000406172,-0.199490088,0.008043697,0.544025489
0.031055468,0.00015617,-0.055274551,0.004527046,3.590684004
0.100579802,0.000116137,-0.307940387,0.051129555,0.020799018
0.060393884,0.000107413,-0.076348481,0.007746605,2.221952443
0.013076817,0.000920617,-0.473287754,0.039861188,0.154238233
0.442007811,0.000185015,-0.108319858,0.025009889,0.030891313
0.057639108,0.000508241,-0.344715248,0.02839433,0.14894114
0.017638427,0.000201669,-0.049496994,0.002703547,1.03677541
0.108269735,1.54E-07,-0.227362344,0.256647276,0.038297497
0.012983849,0.000469829,-0.578651296,0.001814575,1.951704327
0.260499185,0.000248743,-0.677090613,0.031469293,0.018856496
0.264901018,0.000248629,-0.21620639,0.04715769,0.02394029
0.997605822,0.000198139,-0.041501236,0.003282152,2.428368341
0.059601281,0.000577457,-0.605828187,0.015414866,2.638657054
0.017712331,0.002357044,-0.241208572,0.017393817,6.309244461
0.010473772,0.002170849,-0.808888297,0.057286573,0.947808367
0.246796924,0.000651567,-0.375923601,0.156578006,0.027984971
0.024102516,0.002181705,-0.470979869,0.017757955,4.397592295
0.038012922,0.000505016,-0.343245571,0.42194969,0.041332888
0.024146695,0.000467883,-0.372305764,0.315385702,0.044634829
0.036281378,0.002710707,-0.613298033,0.113556541,1.629332897
0.056448065,0.006766064,-0.071314299,0.060842582,2.640713114
0.048793728,0.007354314,-0.349207785,0.181595873,0.934694991
0.518795463,0.001354477,-0.182698964,0.010172089,1.4734101
0.317290845,0.001109823,-0.692120948,0.001853556,7.228133214
0.02009593,0.012524025,-0.29301722,0.075257297,1.36739657
0.530315866,0.001018622,-0.109977953,1.074533107,0.765513781
0.18845494,0.030329718,-0.956044218,1.912830151,8.48777242
0.011739067,0.000363545,-0.315917644,2.08E-05,2.855960173
0.653133806,8.33E-06,-0.890849046,0.001879413,0.622803539
0.34672396,6.07E-05,-0.090852387,0.000623372,0.944901866
0.094835764,1.86E-05,-0.784860266,0.002690085,0.361855408
0.05071774,0.001107684,-0.618981997,0.03762753,0.023402143
0.364506302,9.34E-05,-0.050136874,0.000638345,0.936814624
0.069234073,0.000145495,-0.371703153,0.002162155,2.08292549
0.017026755,0.000317184,-0.55072305,0.00085341,2.249077423
0.792317532,8.84E-05,-0.502475329,6.17E-05,8.877006333
0.579156407,2.65E-05,-0.084416139,0.016844691,0.054365541
0.45729354,3.76E-05,-0.040939577,0.000182886,5.448077375
0.011580889,0.000220202,-0.036213721,0.004579057,1.926736215
0.011689432,0.00030987,-0.604305215,0.04598517,0.238278328
0.516242375,0.000231032,-0.205703573,0.003219698,0.532597819
0.012190889,0.000376178,-0.777928409,0.02607371,1.07190968
0.075198222,3.40E-05,-0.643463386,0.006874026,1.376189219
0.281559337,0.000404594,-0.006132285,0.000600317,4.025011632
0.085627545,0.000204369,-0.538523868,0.010683747,0.707113088
0.041068395,0.000483234,-0.038865348,0.00071775,3.497708072
0.204727792,0.000111536,-0.281612902,0.118661572,0.077381054
0.092274012,0.000394166,-0.382611826,0.034706575,0.084306181
0.132733103,0.000439556,-0.538527976,0.003341098,0.250213515
0.025117916,0.003154895,-0.750797929,0.026443905,6.651603335
0.167523673,0.001080024,-0.460662985,0.001408588,4.396358496
0.134733215,0.000147527,-0.200103612,0.261791567,0.075488539
0.039373492,0.001843278,-0.666720018,0.059628829,5.523437746
0.248884109,0.000410137,-0.234611293,0.349660495,0.152297736
0.039071389,0.026695349,-0.141841176,1.186949012,0.36925667
0.050492552,0.025511166,-0.836623489,0.27189992,9.378185359
0.552542939,0.009779358,-0.472495452,0.013486874,0.135010664
0.143678016,0.013673491,-0.054219703,0.00795322,7.943383679
0.319893265,2.02E-05,-0.76336572,0.005051599,0.023064684
0.019310782,0.000173984,-0.011763933,2.85E-06,14.01468129
0.021023411,0.000230293,-0.074886452,0.000272593,9.956298377
0.077272146,5.94E-05,-0.183880365,0.000339509,7.337780232
0.022119166,0.000223731,-0.930486328,0.012910029,0.238881982
0.368800719,8.96E-05,-0.450535908,0.010496626,0.107212467
0.927881517,1.10E-05,-0.089257003,0.000984885,0.197065767
0.999211956,7.31E-06,-0.686236536,0.001588228,0.635674371
0.842503813,1.20E-05,-0.857179289,0.00984419,0.138939018
0.036399137,0.000118791,-0.619003763,0.000177752,4.092470426
0.026584054,0.00055157,-0.265180648,7.46E-05,11.30834355
0.06884387,0.0002247,-0.073053181,0.009820382,0.907296671
0.0393359,7.32E-06,-0.285725295,0.056141152,0.155729141
0.047659054,0.000623574,-0.454136931,0.000148446,14.6376959
0.512623147,0.00015588,-0.070432043,0.007350888,0.320025474
0.075171136,0.000123154,-0.999791389,0.000344445,0.902043137
0.12952818,0.000563152,-0.008063038,0.250510967,0.0255922
0.124936915,0.000108129,-0.002764583,0.002837683,1.035662551
0.046080149,0.000113149,-0.219577999,0.059998892,0.080892072
0.064891012,0.000163267,-0.509536475,0.003418629,1.710833233
0.470419657,0.000279163,-0.554939458,0.053200785,0.293738009
0.014371225,0.000564614,-0.861351522,0.723970106,0.11355335
0.017095319,0.001241851,-0.562339333,0.243556494,0.048595901
0.673145763,0.000130054,-0.292325175,0.00868387,2.738855175
0.515204754,0.000290856,-0.21561507,0.048155366,0.419184646
0.736752255,0.001154461,-0.034785039,0.090191833,0.514245777
0.481194525,0.000429842,-0.904903825,1.241187734,0.142528529
0.98651843,0.033028379,-0.282149769,0.084621869,3.842725494
0.692194994,0.047013597,-0.862668879,0.072932299,5.625011626
0.248432136,0.010550265,-0.953084048,0.003216221,6.810276959
0.867809558,0.001592918,-0.806553014,0.131401446,1.257456903
0.603163401,4.15E-05,-0.495246549,0.000322814,0.177940919
0.47501132,0.002001949,-0.561827795,0.006946317,0.438626621
0.787205799,0.006463126,-0.94472888,0.002883114,8.965754582
0.94409018,4.37E-05,-0.998415292,0.020873206,6.211673881
0.713444671,0.016561185,-0.580066981,0.030659908,7.382272772
0.773323787,0.013502923,-0.849744521,0.019105511,4.767307497
0.307666715,0.017526189,-0.496433697,0.011578199,3.360171028
0.372587584,0.003360516,-0.108351967,0.718472965,0.05707213
0.450672579,0.000301118,-0.300486667,0.037210104,1.340493398
0.627234728,3.23E-05,-0.506352316,0.000921605,1.225593312
0.123489527,6.06E-06,-0.804840773,0.000192021,8.150217221
0.832709767,8.14E-05,-0.013026379,0.003115846,0.228132348
0.032205312,2.99E-05,-0.088449347,0.00184723,4.057907222
0.106845798,0.000206638,-0.207083593,0.000485966,11.64097374
0.036609261,2.91E-05,-0.497769163,0.000800118,4.569478418
0.113339366,1.52E-05,-0.872352923,0.012339421,0.029732461
0.032987717,0.000223245,-0.673334361,0.006440742,1.022711007
0.12002032,3.89E-05,-0.240680825,0.033576424,0.064191367
0.138343095,0.000195628,-0.986143304,0.008946901,0.013885703
0.136119128,0.000127551,-0.150985843,0.004378647,1.382222304
0.101749271,0.000232419,-0.175820549,0.069772224,0.110572179
0.057312198,0.000132653,-0.530414798,0.001005616,8.802179381
0.170346431,7.37E-05,-0.964829628,0.036827313,0.435306517
0.15830635,0.000530391,-0.590156189,0.253929495,0.105596292
0.238022128,1.67E-05,-0.167331195,0.391494869,0.137645365
0.711248754,0.188760878,-0.326730762,0.217672965,10.32184946
0.752407008,0.193980089,-0.795544758,0.513823532,2.335104091
0.949125001,0.096848874,-0.899513883,0.130089873,8.412266855
0.819059314,0.126768303,-0.927102303,0.344205729,0.502638523
0.693006428,0.068851857,-0.619716,0.125080435,2.261427658
0.978347983,0.119703021,-0.923490015,0.023242072,5.159001097
0.884565014,0.087085085,-0.515965863,0.169801457,2.620370457
0.580150338,0.138409603,-0.600594404,0.067533119,11.13844315
0.124703926,0.207169892,-0.325871245,0.13206184,12.5692696
0.100221728,0.117890956,-0.764116474,0.270973794,4.28390052
0.550142442,0.055963893,-0.395652771,0.81837869,3.367509767
0.065512662,0.105302298,-0.899987582,1.09829834,0.365423503
0.258227766,0.027773949,-0.561773945,0.246745381,10.42899293
0.333924378,0.038231635,-0.37220709,0.308924739,1.387676974
0.597974194,0.052203742,-0.390761592,0.046864119,7.876112286
0.173845618,0.004153633,-0.759733976,2.24830738,0.236413041
0.122652554,0.02739595,-0.082867502,0.140098084,2.858185576
0.597766518,0.025386001,-0.98627249,1.513112433,1.371916188
0.749311968,0.025356716,-0.659449113,0.324733612,4.859454819
0.26094072,0.138874773,-0.845948098,0.076345733,2.366048664
0.765705878,0.052907682,-0.754670129,0.18238889,8.688361991
0.72692246,0.040288141,-0.811861418,0.158415905,12.43884593
0.88885202,0.02860537,-0.179282437,0.216382867,2.795926357
0.79059852,0.047170657,-0.422748874,0.648085908,0.178624681
0.915352525,0.063199165,-0.512790156,1.233051044,6.404077248
0.84270333,0.151291148,-0.024980295,1.275506,6.124811333
0.344390118,0.147017849,-0.590045432,1.864109492,6.174674796
0.438928936,0.290419605,-0.382778656,1.490856942,14.27630482
0.642348567,2.979446506,-0.26133609,1.744874765,4.770122665
0.661265027,0.187989777,-0.179544969,1.402399214,4.124681877
0.158875784,1.014501564,-0.419596288,0.275002733,13.98168494
0.682505479,0.395234919,-0.51829333,0.196946146,3.645205587
0.709310727,0.29593812,-0.716744705,0.521474274,8.768206418
0.250824945,0.258104493,-0.877193123,0.303414017,13.92251426
0.867662519,0.333918752,-0.852236089,0.032582052,0.281006674
0.844416101,0.356303213,-0.963111875,0.959487636,0.176231367
0.954104371,0.166466948,-0.038171291,0.621843235,9.591759276
0.124881758,0.528601284,-0.170650828,0.50701513,5.170417903
0.696811534,0.700431033,-0.57028421,0.235405514,10.01849568
0.526904558,0.004505828,-0.57535989,2.238720953,5.657671512
0.171971948,0.551833767,-0.349492256,0.281602512,8.428539483
0.660886555,0.423856183,-0.63911418,0.484199405,9.925313636
0.336743931,0.301224366,-0.055764698,0.34022711,10.34586611
