sigma,v0,rho,theta,kappa
0.852715815,0.000252898,-0.997057358,0.086252484,0.114901926
0.920593391,0.00047813,-0.797987744,0.003054174,1.145727193
0.788139732,0.000786734,-0.950719337,0.103415824,0.033492807
0.822303249,0.030636385,-0.996672554,0.010412651,1.448977407
0.990101765,0.000401294,-0.950137845,0.017596901,0.104373091
0.930888964,0.001115309,-0.952428251,0.001536689,1.741520979
0.954800362,0.001688375,-0.344516621,0.004642379,5.307240881
0.966597018,0.040904583,-0.973290234,0.289951234,0.432048139
0.930747827,0.001876128,-0.714470827,0.148008198,0.05031098
0.944038362,0.002027928,-0.96610296,0.039848467,0.283349216
0.011126295,0.116661144,-0.826102352,0.297601711,3.660179423
0.140267826,0.16461527,-0.615662327,1.62031467,5.790685578
0.870086839,0.035411609,-0.996420241,0.050729578,0.112704475
0.918681055,0.001934293,-0.908837539,0.000157705,0.651563426
0.938091884,0.006182751,-0.992241459,0.001295508,0.170662613
0.974007669,0.002046862,-0.969181788,0.005842786,0.302063068
0.989861221,0.04204756,-0.997388737,0.066368771,0.410393749
0.9328343,0.000268124,-0.966142022,0.016229131,0.47852214
0.99827439,0.001292967,-0.883153559,0.021886976,0.146393159
0.975832651,0.00229312,-0.980413441,0.005052751,0.383184453
0.918726322,0.002292551,-0.988111577,0.002899235,0.175476114
0.892324444,0.044344653,-0.999356964,0.040094541,0.850901244
0.963176538,0.022967434,-0.98862896,1.31906554,0.064027176
0.950293036,0.006014318,-0.998964693,0.156250221,0.882335601
0.97536392,0.000766534,-0.959133739,0.008292595,0.564307025
0.841607251,0.02177415,-0.995950351,0.026282843,0.019398278
0.97215398,0.001685257,-0.976713253,0.020624551,0.077121078
0.99907908,0.002281652,-0.943137496,0.00157011,0.168154704
0.9694143,0.001411464,-0.984613596,0.011346842,0.494977191
0.962798484,0.029948415,-0.999946534,0.007368782,0.816178104
0.986888944,0.000524083,-0.952244997,0.032178644,0.104701961
0.975482638,0.00108574,-0.940537669,0.009494329,0.273999982
0.971705642,0.000884208,-0.975199621,0.01037693,0.280380317
0.991693071,0.000641419,-0.999950243,0.02202653,0.345716971
0.921682327,0.000643227,-0.894609117,0.000556731,7.51285041
0.899577297,0.000759066,-0.934633747,0.023146017,0.080633798
0.976378203,0.000577304,-0.842887163,0.126608459,0.051177558
0.810140059,0.000466293,-0.978210274,0.00038257,10.27056577
0.888124208,0.001316252,-0.911518155,0.011333786,0.285647623
0.959620614,0.000695067,-0.784481886,0.237950056,0.022131084
0.548414059,0.000204189,-0.907201214,0.051500539,0.148556141
0.945081697,0.000563148,-0.951742624,0.00504425,7.176647364
0.867714153,0.000854843,-0.828993279,0.002126823,1.849662176
0.911149489,0.000619394,-0.869879768,0.017297379,0.091802162
0.699078749,0.00062841,-0.411072234,0.029859312,0.131157072
0.997176573,0.00396659,-0.991168997,0.047693374,5.832121781
0.940281609,0.001400866,-0.875509461,0.014341813,0.408761189
0.845647556,0.000451367,-0.913777117,0.006789591,3.992803361
0.988287901,0.001204751,-0.949700102,0.024462188,3.087670574
0.724411489,0.02100008,-0.812260142,0.051213452,4.816015239
0.220123441,0.003562263,-0.99048656,1.156128604,2.58885323
0.204886962,0.086894389,-0.243289433,1.61618758,4.491483913
0.027382338,0.316267257,-0.935200878,2.077192354,2.702081889
0.878780654,0.077576506,-0.813472808,0.015315996,12.01472623
0.303328691,0.018439765,-0.192041117,2.228510485,0.11304152
0.824742411,0.043654603,-0.251253051,0.832016685,0.044214339
0.534628662,0.020563512,-0.393771694,0.003224793,1.634038147
0.543315481,0.073361668,-0.516993125,0.025749108,12.69106747
0.083771968,0.000184946,-0.387660599,4.17E-05,5.208031091
0.662576484,0.004360218,-0.083685938,0.048972456,11.06726906
0.816434519,0.036196076,-0.007188269,0.041241628,3.843853918
0.856996585,0.022309388,-0.367002213,0.037542821,10.47016418
0.612428907,0.104048503,-0.105540476,0.010868137,11.24049613
0.18684726,0.020569221,-0.340688224,0.011432837,9.082740629
0.049980209,0.000252747,-0.601756782,0.001938104,1.072549679
0.774317408,5.73E-05,-0.08876514,0.012245585,0.020158011
0.914970127,7.75E-05,-0.678124798,0.001470116,0.116414971
0.349713162,2.40E-05,-0.659678045,0.003420723,0.058185653
0.305078656,0.000293212,-0.035840562,0.003309687,2.793020191
0.016115983,0.000439517,-0.802089594,0.002921738,0.326404015
0.824122319,0.000102273,-0.358652669,1.37E-05,5.403431249
0.250960279,0.01158889,-0.26701667,0.009006155,5.352606411
0.956196794,0.002678195,-0.849100131,0.075370957,0.815104999
0.496584711,0.013423447,-0.04283959,0.058406834,0.187837253
0.084752584,0.088266827,-0.611479158,0.442964075,0.035527988
0.515434345,0.022470519,-0.264304485,0.019921786,1.05045403
0.381572905,0.029545276,-0.683277214,0.028290362,4.430948456
0.515760348,0,-0.235474674,0.00138643,1.283811825
0.271806407,4.71E-05,-0.206925871,0.000570696,0.210583832
0.040913748,2.69E-05,-0.546911615,0.011299203,0.296079747
0.192292943,8.80E-05,-0.268479851,7.45E-05,3.437877891
0.771538056,0.017513544,-0.630225319,0.066439109,2.294107492
0.480344978,0.01316917,-0.173005784,0.94868425,0.28673093
0.561937884,0.012307562,-0.608795523,0.018357083,0.31209738
0.027800452,0.000178768,-0.888459286,0.016667918,0.189609062
0.784160725,0.002278696,-0.722713116,0.016453573,4.399046591
0.852370936,0.000989994,-0.234237208,0.696534474,0.010964496
0.405786335,5.96E-05,-0.482100116,0.169902451,0.051740913
0.864321982,0.21904261,-0.763689916,0.044885413,9.696773795
0.580353655,0.192034937,-0.886938856,0.276609319,0.241778334
0.594455541,0.22207126,-0.377691569,0.977412987,13.13817481
0.91407627,0.15475167,-0.829151971,1.8245029,10.75348997
0.232754414,2.629289968,-0.196109363,0.245236683,6.660823677
0.016529624,4.978194574,-0.733526067,2.842138007,11.62022389
0.82883049,0.06506777,-0.732786725,0.116172284,2.80904228
0.867693464,0.213514734,-0.664541842,0.004426702,5.17667778
0.025742478,0.177374569,-0.796591003,0.02700035,10.45289574
0.165039904,0.005541317,-0.314498845,0.086653032,5.216898738
0.14813599,0.267864676,-0.48298469,0.009258376,12.67987487
0.1083631,0.011257529,-0.345839251,0.031012036,1.806848851
0.691090758,0.179593773,-0.335576391,0.013454249,9.48990127
0.251470191,0.100036867,-0.324383963,0.06223157,9.650971936
0.831147148,0.089781379,-0.476186045,0.024220754,0.718874631
0.402216479,0.097867918,-0.162124549,0.101656028,4.398977948
0.517479602,0.02380817,-0.688197453,0.961373981,0.352217126
0.238838612,0.019424745,-0.472152188,0.467900933,0.032425742
0.330376188,0.02603736,-0.295988301,0.018369148,11.14961072
0.727086453,0.013525209,-0.128671776,0.009823215,7.545063492
0.808337142,0.009587453,-0.296425538,0.193219536,0.382745906
0.833771274,4.74E-05,-0.253734827,0.003473647,0.331762578
0.740016291,2.58E-05,-0.005569062,0.002407823,0.211326241
0.49128138,0.005581922,-0.316974663,0.004363327,7.03225512
0.310196923,0.048845421,-0.596932515,0.330735442,0.353898313
0.035638194,0.03821702,-0.066462706,0.111911126,0.605461162
0.445693305,0.013956665,-0.853592603,0.171788487,7.36704318
0.356101605,0.12527498,-0.316749846,0.319322857,10.70629697
0.16389791,0.070048261,-0.669708778,0.094633506,10.85896588
0.528271059,0.101927927,-0.423799277,0.246990733,0.372313024
0.334855969,0.017315054,-0.719279418,0.112729676,2.871071615
0.870686457,0.020500008,-0.816939498,0.229984643,0.552419994
0.551826197,0.024898522,-0.970260307,0.072429148,6.281517867
0.161278005,0.023961073,-0.426440937,0.028666604,1.058507689
0.572089093,0.088037469,-0.490279737,0.116102522,10.82023853
0.73613988,0.007724261,-0.253103719,0.380533798,10.01170989
0.537612409,0.063871261,-0.484195982,0.35879128,2.571030388
0.977260808,0.038025439,-0.938911602,0.068483597,2.765714491
0.749372562,0.048614708,-0.444142893,0.505577437,2.036986286
0.596560034,0.051563737,-0.583983908,0.103208431,14.76686516
0.980311049,0.03860461,-0.707637192,0.441370284,2.864789238
0.612065891,0.583577495,-0.766959002,0.436578766,7.134198582
0.876674627,0.568727988,-0.392643302,1.170840862,3.19629654
0.263815946,0.856172254,-0.237680455,1.398188753,11.75684551
0.038937882,0.962121856,-0.747743896,1.544801605,9.218193245
0.0180791,4.994756217,-0.357343346,1.673771327,7.260984183
0.460054175,4.999912991,-0.179331501,2.134247721,0.429522704
0.227902057,0.198925487,-0.455116204,0.089995668,10.49193049
0.325855024,0.151425696,-0.87797397,0.236694437,2.220334829
0.309753263,0.173630143,-0.295667801,0.05933943,2.497451147
0.246986529,0.037675564,-0.272984201,0.201420117,3.267087297
0.361829122,0.301551642,-0.455750499,0.097965411,14.81290355
0.98866874,0.065576225,-0.149891685,0.029072304,1.410066196
0.559504999,0.091927255,-0.642644432,0.28719999,2.915197954
0.559294655,0.130918461,-0.314680097,0.156012767,6.842102935
0.295877189,0.1408136,-0.269116704,0.130154262,8.848206503
0.882259701,0.169735211,-0.526180591,0.20988364,6.041545434
0.917842104,0.064318182,-0.053922299,0.581563719,1.163935933
0.878022723,0.008143276,-0.457098511,0.142106983,6.371580805
0.586829087,0.045148038,-0.498584134,0.225572391,1.610375547
0.443093418,0.05096026,-0.57127435,0.03174665,4.654153902
0.318205994,0.050871439,-0.384713593,0.040916817,3.903973305
0.826834618,0.04958423,-0.655944556,0.007574586,14.45222622
0.867307533,0.01382664,-0.363151025,0.05981019,3.945846209
0.977190154,0.04123992,-0.472439953,0.090574276,1.414667053
0.817001354,0.143033174,-0.384709913,0.149879112,3.884631021
0.370076807,0.049817452,-0.266156523,0.342551366,4.972972196
0.941426756,0.132637016,-0.518517492,0.82773388,1.107026668
0.599493265,0.2548649,-0.983952499,0.611837514,9.72699906
0.316374877,0.090702979,-0.500859426,0.341117029,12.00846497
0.448959846,0.179625932,-0.709770913,0.323234947,10.23281653
0.147355848,0.051319799,-0.809618166,0.633220182,1.925899451
0.639576564,0.07551099,-0.956813633,0.726644407,0.877998666
0.256190831,0.051928924,-0.287243876,0.27172512,9.653445118
0.476622228,0.01556258,-0.849209119,0.414362972,6.816714474
0.513729515,0.236444944,-0.58483903,0.291960978,10.60883679
0.527431263,0.253717246,-0.961620735,0.389535812,11.83666077
0.976879125,0.100329196,-0.783260882,1.396712135,4.389157321
0.654128047,0.153542295,-0.534281677,0.139458247,1.730321426
0.282901263,0.18460562,-0.40730673,0.610738151,4.174421983
0.924189684,0.162009696,-0.627656189,0.64675914,6.504702747
0.397178711,0.182204061,-0.202261535,1.022184855,2.524258886
0.109049736,1.045116097,-0.860045035,2.64662354,5.551987632
0.046172355,1.215796609,-0.650228201,2.079029306,8.504626376
0.472739652,2.069476837,-0.116066749,0.420786716,4.647390525
0.35051369,2.228508763,-0.268073049,0.824029415,3.997546302
0.012401441,4.773852368,-0.545271458,2.882678984,11.59316197
0.020916754,4.989733078,-0.113211044,2.802701332,1.263845309
0.774552617,0.195670084,-0.181653907,0.265301663,1.571697535
0.322437595,0.25987859,-0.101320151,0.253577433,8.025515228
0.833283858,0.122473565,-0.380628086,0.274495058,10.26304048
0.498246762,0.221360964,-0.610434411,0.1139217,7.756572229
0.73345701,0.113174438,-0.255016334,0.311517098,7.473758751
0.342936677,0.167510721,-0.426233591,0.048865592,9.16565507
0.453002328,0.571653389,-0.665600437,0.046729856,11.12266512
0.096835794,0.063167407,-0.983531178,0.301014593,13.91585345
0.525903686,0.146510907,-0.592643555,0.374754094,5.067547235
0.822794654,0.309967301,-0.585175069,0.275777571,6.385317715
0.148271223,0.100499487,-0.964823619,0.255534146,12.19462126
0.488620392,0.149376097,-0.229303034,0.097832685,9.658557653
0.107486212,0.141823839,-0.409830437,0.080915615,3.100411927
0.748684118,0.108308922,-0.534959884,0.099439511,8.205553169
0.35073168,0.171157717,-0.217548863,0.069749448,14.51334066
0.260395782,0.064586956,-0.287356048,0.050767659,2.415004761
0.581767593,0.114950304,-0.849237747,0.026669346,9.646691759
0.582569704,0.107973678,-0.432297816,0.097535118,11.80185022
0.905454817,0.129350317,-0.004558599,0.380491459,12.3028475
0.661498243,0.394013702,-0.598005247,0.033215615,8.430598318
0.172038379,0.202786124,-0.247150271,0.59672628,6.238324371
0.456117054,0.528298506,-0.100529363,0.783139191,9.407402664
0.078182845,0.130548683,-0.996132213,1.162107924,5.304614753
0.556518114,0.455744084,-0.702175911,0.372180615,0.970007874
0.448845017,0.200352657,-0.441227525,0.541481142,2.613155349
0.151988737,0.172744701,-0.95410705,0.661699226,2.822495326
0.916703775,0.229201441,-0.681019455,1.833700858,1.105431856
0.144116122,0.308334829,-0.344804518,0.19520994,14.82432366
0.151854929,0.383616228,-0.600465704,0.972326495,6.637652542
0.913102287,0.287752295,-0.574386374,2.73731273,3.941169255
0.625652704,0.335863994,-0.949201659,1.161803731,9.622292795
0.569637061,0.356397102,-0.531349884,0.460088705,4.673947208
0.15733389,0.554980148,-0.804577175,0.371161729,6.932358085
0.272722007,0.253936784,-0.807685069,1.521197687,9.914094454
0.141410972,0.494980188,-0.492873949,0.935385866,4.053128669
0.253860994,2.080126123,-0.63273313,2.471912514,2.352869269
0.078424906,2.329109715,-0.005529714,2.192107873,10.55512474
0.550668567,3.638996269,-0.558026412,0.134706783,7.913234311
0.212209526,3.958448388,-0.25126574,0.272048178,5.569420735
0.010741994,4.993520377,-0.944462376,2.193595679,0.896784981
0.581727836,4.999505578,-0.037688452,1.890145305,0.1383589
0.811611222,0.19347526,-0.452667176,0.415359352,5.32167837
0.526771697,0.480324419,-0.140842784,0.251631262,5.408654085
0.443612224,1.107955283,-0.085709723,0.062034858,14.63743564
0.885647378,0.295364612,-0.614083896,0.216429488,5.274960476
0.292843908,0.446574511,-0.77102483,0.266058978,7.732949898
0.211249068,0.451242164,-0.714566098,0.054833899,14.23054691
0.347016145,0.302499015,-0.658127507,0.391974519,5.447400387
0.763359143,0.379796771,-0.27860206,0.315754267,6.047626641
0.922021378,0.074690907,-0.090824088,1.427251321,2.202922233
0.52291797,0.434123104,-0.106594036,0.383905652,11.33341914
0.096088667,0.050867936,-0.238528506,0.531991037,8.861665576
0.495459441,0.445212534,-0.072703336,0.017738226,9.520606925
0.134179532,0.111006982,-0.802765986,0.542159308,3.376096864
0.453129242,0.226109324,-0.51135244,0.060688581,3.185208282
0.866305542,0.222903738,-0.219654789,0.1636172,5.926920252
0.02858609,0.156916644,-0.921729745,0.091207079,7.339861222
0.557384473,0.051638047,-0.481158003,0.498769093,3.850351505
0.851768855,0.185624428,-0.217765723,0.291613147,4.161747942
0.35089757,0.124356425,-0.85079866,0.947058322,8.641239513
0.643711595,0.688582389,-0.574406884,0.050471362,8.025032881
0.619971371,0.564167397,-0.460827945,0.412175212,1.323053795
0.629058483,1.186614347,-0.312254404,0.593197717,10.34159388
0.460488191,0.56847706,-0.397852433,1.1192977,1.804818907
0.557823552,0.314913246,-0.095950431,1.913697992,5.774653154
0.889728071,0.391796167,-0.332887539,2.386772838,0.520063338
0.826906978,0.390752393,-0.561661484,0.653627307,6.996604883
0.155886852,0.333838624,-0.489645538,1.074781287,8.170068514
0.540488311,0.522551458,-0.103009893,0.318206877,0.871245244
0.386375964,0.169765923,-0.053192166,2.076192146,13.05814072
0.059255658,0.900380832,-0.851999807,1.583823804,2.778836239
0.204122193,1.008079714,-0.440959569,0.57234,5.794431356
0.841326693,0.711540335,-0.525212366,0.736288376,4.432769166
0.985583841,0.970304607,-0.702738045,1.033219967,4.636114265
0.911042901,0.858371675,-0.408573017,1.35749073,11.70965723
0.141575289,1.021284275,-0.835071151,0.989368966,10.99690924
0.742584196,3.230125693,-0.156872276,2.5488087,9.929534135
0.352150489,3.590375098,-0.371677664,2.946457568,1.542876006
0.693653702,4.988462512,-0.122512591,2.519518283,7.490732639
0.0110471,4.998375403,-0.794838171,2.862468508,1.011954298
0.020447969,4.942808534,-0.75349913,2.828890259,9.120187789
0.018306112,4.992291798,-0.363253692,1.93404164,4.591221834
0.795683237,0.025631216,-0.993573543,0.072709991,1.494568787
0.829246103,0.000920841,-0.866373703,0.001540546,0.895099223
0.987884113,0.003054043,-0.944416293,0.003276485,0.667323342
0.99876087,0.002739792,-0.913942872,0.00097988,1.513592254
0.938176211,0.003027849,-0.931491211,0.008973021,0.333234031
0.890973371,0.001455902,-0.939845007,0.011511361,0.028946076
0.945549496,0.06350205,-0.998682546,0.002219595,0.789141846
0.989461373,0.002017723,-0.911012971,0.001080101,2.100793025
0.939026882,0.054730779,-0.994912228,0.179123157,0.014100102
0.960624795,0.000691746,-0.994145655,0.003226649,0.461320512
0.92194802,0.001652494,-0.921237874,0.001259136,2.396277129
0.891601592,0.001055352,-0.989306229,0.019333727,0.023618769
0.988666014,0.001665667,-0.981269212,0.007510262,0.022214312
0.952123436,0.001341721,-0.886105114,0.014904922,0.076759051
0.977364417,0.019189892,-0.993361702,0.119636037,1.325192929
0.951146066,0.001337305,-0.860804162,0.048776233,0.052857451
0.966346262,0.001574634,-0.911137463,0.006221354,0.049309843
0.938557946,0.000597928,-0.967552711,0.014208026,0.014732279
0.980216078,0.067566816,-0.998021846,0.00942345,0.201811307
0.950885368,0.057103189,-0.998933175,0.397980806,0.021519836
0.785122811,0.000631503,-0.834674368,0.076089731,0.026888047
0.970321374,0.000828798,-0.833505216,0.00531877,0.054235681
0.950072818,0.033850489,-0.997782436,0.041594813,0.118624341
0.958228484,0.001117168,-0.915751562,0.051986415,0.113987823
0.813568822,0.00106465,-0.797086471,0.005705338,0.509755328
0.866186005,0.000493964,-0.977408978,0.002233624,0.204298047
0.915687813,0.001130341,-0.617012385,0.000335521,2.196429946
0.95330082,0.00108469,-0.920142655,0.009302954,1.8909795
0.921587791,0.001093102,-0.750207406,0.006564539,0.386547351
0.919771065,0.000548043,-0.820917088,0.007484548,2.278101705
0.998932487,0.000214121,-0.953583689,0.001628426,4.153639515
0.952833281,0.001064553,-0.950780217,0.015456754,1.184015043
0.962307204,0.001231222,-0.878078553,0.124764374,0.065769231
0.997883689,0.000572974,-0.75723515,0.001542686,3.326320823
0.997044618,0.001360197,-0.861351249,0.662957291,0.054435345
0.018669899,0.019468656,-0.993930915,0.065412316,7.907318557
0.142315613,0.003781486,-0.851640261,0.37416206,6.367505471
0.033316584,0.034894567,-0.439811017,0.092428794,7.185997027
0.08956055,0.01818009,-0.952602284,1.548056492,1.227944254
0.127979063,0.070989686,-0.9277172,1.142630387,14.8549061
